Local time,Open,High,Low,Close,Volume
22.10.2013 11:00:00.000 GMT+1100,3.2979,3.3529,3.2958,3.3308,0.144
23.10.2013 11:00:00.000 GMT+1100,3.3318,3.3338,3.2599,3.2679,0.1536
24.10.2013 11:00:00.000 GMT+1100,3.2690,3.2800,3.2448,3.2680,0.1508
25.10.2013 11:00:00.000 GMT+1100,3.2670,3.2720,3.2330,3.2669,0.1315
26.10.2013 11:00:00.000 GMT+1100,3.2669,3.2669,3.2669,3.2669,0
27.10.2013 11:00:00.000 GMT+1100,3.2678,3.2709,3.2638,3.2649,0.006
28.10.2013 11:00:00.000 GMT+1100,3.2638,3.2840,3.2558,3.2648,0.1202
29.10.2013 11:00:00.000 GMT+1100,3.2639,3.2949,3.2450,3.2739,0.1479
30.10.2013 11:00:00.000 GMT+1100,3.2750,3.3268,3.2718,3.3139,0.1715
31.10.2013 11:00:00.000 GMT+1100,3.3150,3.3190,3.2908,3.3020,0.1565
01.11.2013 11:00:00.000 GMT+1100,3.3009,3.3249,3.2899,3.2980,0.1559
02.11.2013 11:00:00.000 GMT+1100,3.2980,3.2980,3.2980,3.2980,0
03.11.2013 11:00:00.000 GMT+1100,3.2968,3.3029,3.2968,3.3019,0.0018
04.11.2013 11:00:00.000 GMT+1100,3.3029,3.3070,3.2458,3.2638,0.1434
05.11.2013 11:00:00.000 GMT+1100,3.2650,3.2750,3.2426,3.2609,0.132
06.11.2013 11:00:00.000 GMT+1100,3.2600,3.2770,3.2210,3.2399,0.1178
07.11.2013 11:00:00.000 GMT+1100,3.2419,3.2559,3.2258,3.2388,0.1549
08.11.2013 11:00:00.000 GMT+1100,3.2399,3.2650,3.2229,3.2568,0.1501
09.11.2013 11:00:00.000 GMT+1100,3.2568,3.2568,3.2568,3.2568,0
10.11.2013 11:00:00.000 GMT+1100,3.2628,3.2647,3.2576,3.2620,0.0052
11.11.2013 11:00:00.000 GMT+1100,3.2629,3.2749,3.2428,3.2539,0.1094
12.11.2013 11:00:00.000 GMT+1100,3.2550,3.2570,3.2108,3.2180,0.1232
13.11.2013 11:00:00.000 GMT+1100,3.2190,3.2209,3.1518,3.1619,0.223
14.11.2013 11:00:00.000 GMT+1100,3.1630,3.1820,3.1408,3.1649,0.1369
15.11.2013 11:00:00.000 GMT+1100,3.1638,3.1830,3.1429,3.1698,0.1086
16.11.2013 11:00:00.000 GMT+1100,3.1698,3.1698,3.1698,3.1698,0
17.11.2013 11:00:00.000 GMT+1100,3.1678,3.1679,3.1649,3.1669,0.0005
18.11.2013 11:00:00.000 GMT+1100,3.1660,3.1770,3.1230,3.1340,0.1086
19.11.2013 11:00:00.000 GMT+1100,3.1350,3.1718,3.1249,3.1568,0.1241
20.11.2013 11:00:00.000 GMT+1100,3.1578,3.1799,3.1418,3.1489,0.1289
21.11.2013 11:00:00.000 GMT+1100,3.1499,3.1980,3.1448,3.1856,0.1253
22.11.2013 11:00:00.000 GMT+1100,3.1848,3.2190,3.1798,3.2179,0.1215
23.11.2013 11:00:00.000 GMT+1100,3.2179,3.2179,3.2179,3.2179,0
24.11.2013 11:00:00.000 GMT+1100,3.2129,3.2690,3.2108,3.2469,0.019
25.11.2013 11:00:00.000 GMT+1100,3.2460,3.2488,3.2000,3.2290,0.1293
26.11.2013 11:00:00.000 GMT+1100,3.2309,3.2350,3.2002,3.2066,0.1299
27.11.2013 11:00:00.000 GMT+1100,3.2017,3.2279,3.1847,3.2112,0.0933
28.11.2013 11:00:00.000 GMT+1100,3.2103,3.2260,3.1999,3.2209,0.1767
29.11.2013 11:00:00.000 GMT+1100,3.2219,3.2549,3.2217,3.2319,0.2313
30.11.2013 11:00:00.000 GMT+1100,3.2319,3.2319,3.2319,3.2319,0
01.12.2013 11:00:00.000 GMT+1100,3.2257,3.2320,3.2234,3.2306,0.0219
02.12.2013 11:00:00.000 GMT+1100,3.2318,3.2410,3.2005,3.2165,0.7611
